benchmark           mean                CIL                 CIH
histogram           1.2318678150279596  0.9615312166083332  1.502204413447586
kmeans              0.8872332388103654  0.8568900284746592  0.9175764491460716
linear\_regression  1.0621547079086477  0.994507869263431   1.1298015465538644
matrix\_multiply    1.0298949114436768  1.0208791798291748  1.038910643058179
string\_match       0.8175972984966853  0.7822395836688855  0.8529550133244851
