benchmark           mean                CIL                     CIH
histogram           1.0                 0.914266753095106       1.0857332469048941
kmeans              1.0                 0.9599234300628274      1.0400765699371721
linear\_regression  1.0                 0.8983706567581944      1.101629343241806
matrix\_multiply    1.0                 0.9798487953483571      1.0201512046516428
string\_match       1.0                 0.972921406434035       1.027078593565965
