benchmark           mean                CIL                 CIH
histogram           1.1009874434115594  0.9589173382795877  1.2430575485435311
kmeans              0.9578537779197905  0.930806358224924   0.9849011976146571
linear\_regression  0.9910748136649488  0.9403114324796193  1.0418381948502782
matrix\_multiply    1.032371354639163   1.0167319451334538  1.0480107641448724
string\_match       0.9892733404109348  0.925009751256141   1.0535369295657286
